,nr. of TIs,nr. of events,% of events,mean_length,sd_length,mean_duration,sd_duration,mean_#_TIs,sd_#_TIs
1,11995,11995,1.395246043701037,1.0,0.0,0.0,0.0,0,0
4,125472,703000,81.77223582507953,5.602843662331038,2.829822871722811,0.0,0.0,0,0
2,1208,11077,1.288465229351929,9.169701986754967,3.103331066071814,134.55132450331126,103.54165305349918,2.019867549668874,0.13960287743046632
3,46,360,0.041874829156512985,7.826086956521739,2.3692881990269377,119.28260869565217,92.36609840880851,2.0,0.0
2*,398,3330,0.38734216969774515,8.366834170854272,3.3728961951433196,16.701005025125628,7.599453049056291,2.050251256281407,0.3213438990346331
3*,55,426,0.04955188116854037,7.745454545454545,3.465267783026415,8.745454545454546,8.113131061612133,2.018181818181818,0.13483997249264842
7*,269,1297,0.15086570393332596,4.821561338289963,1.095163969591193,23.762081784386616,16.058750954453682,4.821561338289963,1.095163969591193
8*,2347,63298,7.362758155413776,26.969748615253515,15.777368029019877,41.868342564976565,33.99610276704111,6.155943757988922,3.4766867320498718
